Model,Params,Epoch,TrainLoss,ValLoss,P,R,Acc,F1,FPR,FNR
PLSTM_Base,2784257,24,0.011375618550048854,0,0.9637257915770059,0.9702878365831012,0.9672982885085575,0.9669956816779766,0.0356172653184425,0.029712163416898793
PLSTM_Base,2784257,25,0.008548791262840565,0,0.9626225490196079,0.9724543484989168,0.9677567237163814,0.9675134719014626,0.036824630244491396,0.027545651501083256
PLSTM_Base,2784257,26,0.007026668044720561,0,0.9663891458526056,0.9699783348808418,0.968520782396088,0.9681804139635465,0.03290069423483248,0.030021665119158155
PLSTM_Base,2784257,27,0.00662682271146108,0,0.9699131513647643,0.9678118229650263,0.9692848410757946,0.968861347792409,0.029278599456685782,0.03218817703497369
PLSTM_Base,2784257,28,0.005331726573506155,0,0.9646805896805897,0.9721448467966574,0.9686735941320294,0.9683983351318021,0.03471174162390583,0.027855153203342618
PLSTM_Base,2784257,29,0.005085155649934537,0,0.962079510703364,0.9736923553079542,0.968062347188264,0.9678510998307953,0.03742831270751585,0.026307644692045808
PLSTM_Base,2784257,30,0.004581304619652935,0,0.9727187206020697,0.9600742804085423,0.9669926650366748,0.9663551401869159,0.026260187141563536,0.039925719591457756
PLSTM_Base,2784257,31,0.00425436679170861,0,0.9664408866995073,0.9715258433921387,0.9692848410757946,0.9689766939342491,0.03290069423483248,0.02847415660786134
PLSTM_Base,2784257,32,0.003896522097280607,0,0.9600853138330286,0.975239863819251,0.9677567237163814,0.9676032550284047,0.03954120132810142,0.024760136180748994
PLSTM_Base,2784257,33,0.0037483401902136393,0,0.9673041332510796,0.9705973382853605,0.9692848410757946,0.9689479375868995,0.031995170540295804,0.02940266171463943
PLSTM_Base,2784257,34,0.0036075173601812613,0,0.9701678060907396,0.9662643144537295,0.9686735941320294,0.9682121259109939,0.02897675822517356,0.0337356855462705
PLSTM_Base,2784257,35,0.0036538826097967103,0,0.9680620155038759,0.9662643144537295,0.96760391198044,0.9671623296158612,0.03108964684575913,0.0337356855462705
PLSTM_Base,2784257,36,0.0031130842326092534,0,0.9672637430512662,0.9693593314763231,0.9686735941320294,0.9683104034626681,0.031995170540295804,0.03064066852367688
PLSTM_Base,2784257,37,0.0031132039775212225,0,0.9675123762376238,0.9678118229650263,0.968062347188264,0.9676620764350921,0.03169332930878358,0.03218817703497369
PLSTM_Base,2784257,38,0.002635320976528769,0,0.9586248859142075,0.975239863819251,0.9669926650366748,0.9668610003068426,0.04105040748566254,0.024760136180748994
PLSTM_Base,2784257,39,0.0025355617600815515,0,0.9628720466400736,0.9712163416898792,0.9672982885085575,0.9670261941448383,0.03652278901297917,0.028783658310120707
PLSTM_Base,2784257,40,0.002480551519301326,0,0.9649446494464945,0.9712163416898792,0.9683679706601467,0.968070337806571,0.034409900392393604,0.028783658310120707
PLSTM_Base,2784257,41,0.0023743296293944763,0,0.9594388533089356,0.9736923553079542,0.9666870415647921,0.9665130568356375,0.040144883791125865,0.026307644692045808
PLSTM_Base,2784257,42,0.0022714548137558336,0,0.9640110735158413,0.9699783348808418,0.9672982885085575,0.9669854983029929,0.035315424086930274,0.030021665119158155
